protein_id,source_molecule,source_molecule_iri,pathogen,length,molecular_weight,isoelectric_point,gravy,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y,label
1464292252,polymerase PB2 [Influenza A virus],http://www.ncbi.nlm.nih.gov/protein/1464292252,Influenza A,759,85887.30529999999,9.61276798248291,-0.31343873517786563,5.665349143610013,0.6587615283267457,4.3478260869565215,6.587615283267457,3.1620553359683794,6.19235836627141,1.4492753623188406,6.455862977602108,5.928853754940712,7.7733860342556,4.874835309617918,4.084321475625823,3.689064558629776,4.61133069828722,8.036890645586297,7.7733860342556,6.719367588932807,8.563899868247693,1.3175230566534915,2.1080368906455864,1
1464292540,polymerase PA [Influenza A virus],http://www.ncbi.nlm.nih.gov/protein/1464292540,Influenza A,715,82534.57070000001,5.42479305267334,-0.43944055944055943,5.314685314685315,2.3776223776223775,4.755244755244755,10.909090909090908,5.034965034965035,5.034965034965035,1.8181818181818181,7.1328671328671325,7.5524475524475525,8.951048951048952,3.3566433566433567,4.615384615384615,4.195804195804196,2.797202797202797,5.454545454545454,6.993006993006993,4.895104895104895,4.195804195804196,1.6783216783216783,2.937062937062937,0
1464292566,polymerase PB1 [Influenza A virus],http://www.ncbi.nlm.nih.gov/protein/1464292566,Influenza A,757,86454.213,9.314537239074706,-0.512549537648613,5.416116248348745,1.321003963011889,4.359313077939234,6.472919418758257,4.359313077939234,6.208718626155878,1.321003963011889,6.340819022457067,6.869220607661823,7.397622192866579,4.887714663143989,6.340819022457067,4.227212681638045,4.095112285336856,6.737120211360634,6.605019815059445,8.058124174372523,4.491413474240423,1.1889035667107002,3.3025099075297226,1
169124070,nonstructural protein 2 [Influenza A virus (A/duck/Shantou/195/2001(H5N1))],http://www.ncbi.nlm.nih.gov/protein/169124070,Influenza A,121,14215.056700000001,5.167255592346189,-0.35867768595041327,2.479338842975207,0.8264462809917356,4.132231404958677,9.090909090909092,5.785123966942149,3.3057851239669422,0.8264462809917356,7.43801652892562,3.3057851239669422,13.223140495867769,4.958677685950414,5.785123966942149,0.0,8.264462809917354,7.43801652892562,10.743801652892563,7.43801652892562,2.479338842975207,1.6528925619834711,0.8264462809917356,0
169124834,polymerase PB1 [Influenza A virus (A/duck/Hunan/300/2003(H5N1))],http://www.ncbi.nlm.nih.gov/protein/169124834,Influenza A,757,86478.3568,9.275791740417482,-0.4932628797886394,5.416116248348745,1.321003963011889,4.227212681638045,6.605019815059445,4.359313077939234,6.07661822985469,1.321003963011889,6.208718626155878,7.001321003963012,7.793923381770146,4.887714663143989,6.472919418758257,4.227212681638045,4.095112285336856,6.472919418758257,6.472919418758257,7.926023778071334,4.623513870541611,1.1889035667107002,3.3025099075297226,0
1796318598,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],http://www.ncbi.nlm.nih.gov/protein/1796318598,SARS-CoV-2,1273,141176.816,6.236453819274902,-0.07918303220738415,6.205813040062844,3.1421838177533385,4.870384917517675,3.7706205813040063,6.048703849175177,6.441476826394344,1.335428122545169,5.970149253731344,4.791830322073841,8.483896307934014,1.0997643362136684,6.912804399057345,4.556166535742341,4.870384917517675,3.2992930086410057,7.776904948939513,7.619795758051846,7.619795758051846,0.9426551453260016,4.241948153967007,1
1796318599,ORF3a protein [Severe acute respiratory syndrome coronavirus 2],http://www.ncbi.nlm.nih.gov/protein/1796318599,SARS-CoV-2,275,31122.554399999997,5.552055549621582,0.27454545454545454,4.7272727272727275,2.5454545454545454,4.7272727272727275,4.0,5.090909090909091,5.090909090909091,2.909090909090909,7.636363636363637,4.0,10.909090909090908,1.4545454545454546,2.909090909090909,4.363636363636363,3.272727272727273,2.1818181818181817,8.0,8.727272727272727,9.090909090909092,2.1818181818181817,6.181818181818182,1
1796318601,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],http://www.ncbi.nlm.nih.gov/protein/1796318601,SARS-CoV-2,222,25146.3055,9.509102821350098,0.4459459459459459,8.558558558558559,1.8018018018018018,2.7027027027027026,3.1531531531531534,4.954954954954955,6.306306306306307,2.2522522522522523,9.00900900900901,3.1531531531531534,15.765765765765765,1.8018018018018018,4.954954954954955,2.2522522522522523,1.8018018018018018,6.306306306306307,6.756756756756757,5.8558558558558556,5.405405405405405,3.1531531531531534,4.054054054054054,1
1796318603,ORF7a protein [Severe acute respiratory syndrome coronavirus 2],http://www.ncbi.nlm.nih.gov/protein/1796318603,SARS-CoV-2,121,13744.0136,8.23082370758057,0.3181818181818182,7.43801652892562,4.958677685950414,1.6528925619834711,6.6115702479338845,8.264462809917354,3.3057851239669422,2.479338842975207,6.6115702479338845,5.785123966942149,12.396694214876034,0.8264462809917356,1.6528925619834711,4.958677685950414,4.132231404958677,4.132231404958677,5.785123966942149,8.264462809917354,6.6115702479338845,0.0,4.132231404958677,1
1798174255,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],http://www.ncbi.nlm.nih.gov/protein/1798174255,SARS-CoV-2,419,45625.1383,10.069010734558105,-0.9713603818615751,8.83054892601432,0.0,5.727923627684964,2.863961813842482,3.1026252983293556,10.262529832935561,0.954653937947494,3.341288782816229,7.398568019093079,6.443914081145585,1.6706443914081146,5.250596658711217,6.682577565632458,8.353221957040573,6.921241050119332,8.83054892601432,7.637231503579952,1.909307875894988,1.1933174224343674,2.6252983293556085,1
1802476805,leader protein [Severe acute respiratory syndrome coronavirus 2],http://www.ncbi.nlm.nih.gov/protein/1802476805,SARS-CoV-2,180,19775.0617,5.363975334167479,-0.37833333333333335,3.888888888888889,0.5555555555555556,5.0,10.0,2.7777777777777777,12.222222222222221,3.888888888888889,1.6666666666666667,5.0,11.666666666666666,1.6666666666666667,3.3333333333333335,4.444444444444445,3.888888888888889,5.555555555555555,5.555555555555555,3.888888888888889,11.666666666666666,0.5555555555555556,2.7777777777777777,1
1802476807,nsp3 [Severe acute respiratory syndrome coronavirus 2],http://www.ncbi.nlm.nih.gov/protein/1802476807,SARS-CoV-2,1945,217250.0999,5.5597856521606435,-0.17470437017994858,6.4781491002570695,2.622107969151671,5.295629820051414,6.118251928020565,4.113110539845758,5.038560411311054,1.7994858611825193,4.987146529562982,7.197943444730077,9.151670951156813,1.9023136246786632,5.809768637532134,3.8046272493573263,3.4961439588688945,2.3136246786632393,7.146529562982005,8.431876606683804,8.483290488431876,0.9254498714652957,4.884318766066838,1
1802476810,nsp6 [Severe acute respiratory syndrome coronavirus 2],http://www.ncbi.nlm.nih.gov/protein/1802476810,SARS-CoV-2,290,33033.3525,9.114685249328613,0.7903448275862068,6.896551724137931,3.4482758620689653,2.7586206896551726,1.0344827586206897,7.586206896551724,5.172413793103448,1.3793103448275863,5.517241379310345,4.137931034482759,14.137931034482758,5.862068965517241,3.4482758620689653,2.413793103448276,2.413793103448276,3.103448275862069,5.862068965517241,7.241379310344827,9.655172413793103,2.0689655172413794,5.862068965517241,1
198285983,"nonstructural protein 2, partial [Influenza A virus (A/turkey/England/N50-92/1991(H5N1))]",http://www.ncbi.nlm.nih.gov/protein/198285983,Influenza A,120,14219.0653,4.878229331970215,-0.4008333333333333,2.5,0.8333333333333334,5.0,10.0,5.833333333333333,2.5,0.8333333333333334,7.5,3.3333333333333335,13.333333333333334,5.833333333333333,5.0,0.0,8.333333333333334,7.5,10.833333333333334,6.666666666666667,1.6666666666666667,1.6666666666666667,0.8333333333333334,0
22859415,"nucleoprotein, partial [Influenza A virus (A/New Caledonia/20/1999(H1N1))]",http://www.ncbi.nlm.nih.gov/protein/22859415,Influenza A,145,16107.927599999999,9.834926033020018,-0.523448275862069,8.96551724137931,0.6896551724137931,3.4482758620689653,6.896551724137931,4.827586206896552,6.896551724137931,0.6896551724137931,5.517241379310345,2.7586206896551726,4.827586206896552,4.137931034482759,4.827586206896552,3.4482758620689653,4.827586206896552,10.344827586206897,11.03448275862069,8.96551724137931,4.827586206896552,1.3793103448275863,0.6896551724137931,0
22859437,nucleoprotein [Influenza A virus (A/Switzerland/9243/99 (H3N2))],http://www.ncbi.nlm.nih.gov/protein/22859437,Influenza A,498,56076.912,9.28410816192627,-0.5983935742971888,7.429718875502008,1.2048192771084338,4.819277108433735,7.028112449799197,3.4136546184738954,8.433734939759036,1.2048192771084338,5.220883534136546,4.417670682730924,6.626506024096385,4.819277108433735,5.622489959839357,3.4136546184738954,4.016064257028113,9.63855421686747,8.032128514056225,5.622489959839357,4.819277108433735,1.2048192771084338,3.0120481927710845,0
269823080,nucleocapsid protein [Influenza A virus (A/mallard/Wisconsin/428/1975(H5N1))],http://www.ncbi.nlm.nih.gov/protein/269823080,Influenza A,498,56278.1332,9.453208732604981,-0.5692771084337349,7.831325301204819,1.2048192771084338,4.216867469879518,7.429718875502008,3.6144578313253013,8.433734939759036,1.2048192771084338,5.823293172690763,3.0120481927710845,6.42570281124498,4.618473895582329,5.421686746987952,3.21285140562249,4.417670682730924,11.04417670682731,7.6305220883534135,5.622489959839357,4.819277108433735,1.2048192771084338,2.8112449799196786,1
283552167,matrix protein 1 [Influenza A virus (A/chicken/Nigeria/08RS848-41/2006(H5N1))],http://www.ncbi.nlm.nih.gov/protein/283552167,Influenza A,252,27965.0706,9.424713706970216,-0.2543650793650794,10.317460317460318,1.1904761904761905,2.380952380952381,6.746031746031746,2.7777777777777777,6.349206349206349,1.9841269841269842,4.365079365079365,5.158730158730159,10.317460317460318,5.9523809523809526,5.158730158730159,3.1746031746031744,5.9523809523809526,6.746031746031746,5.9523809523809526,7.5396825396825395,5.555555555555555,0.3968253968253968,1.9841269841269842,0
291586644,nonstructural protein 1 [Influenza A virus (A/chicken/Dakahlia/103/2007(H5N1))],http://www.ncbi.nlm.nih.gov/protein/291586644,Influenza A,225,25544.142699999997,5.843469047546387,-0.35555555555555557,5.333333333333333,0.8888888888888888,8.0,7.111111111111111,3.5555555555555554,6.666666666666667,0.8888888888888888,8.444444444444445,5.777777777777778,10.666666666666666,4.0,3.5555555555555554,4.444444444444445,3.5555555555555554,8.444444444444445,6.222222222222222,5.777777777777778,4.444444444444445,1.7777777777777777,0.4444444444444444,1
320006573,"neuraminidase, partial [Influenza A virus (A/chicken/Egypt/10127s/2010(H5N1))]",http://www.ncbi.nlm.nih.gov/protein/320006573,Influenza A,445,48472.0128,6.082761192321777,-0.19932584269662923,4.719101123595506,4.269662921348314,4.719101123595506,4.044943820224719,4.044943820224719,9.887640449438202,1.797752808988764,7.865168539325842,4.044943820224719,4.269662921348314,1.797752808988764,6.067415730337078,5.168539325842697,2.696629213483146,3.8202247191011236,12.584269662921349,5.617977528089888,6.51685393258427,3.3707865168539324,2.696629213483146,0
320542652,nonstructural protein 1 [Influenza A virus (A/swan/Mangystau/3/2006(H5N1))],http://www.ncbi.nlm.nih.gov/protein/320542652,Influenza A,230,26062.7666,5.843355369567871,-0.35956521739130437,6.521739130434782,0.8695652173913043,7.826086956521739,6.956521739130435,2.608695652173913,6.086956521739131,0.8695652173913043,9.130434782608695,6.086956521739131,8.695652173913043,5.217391304347826,3.4782608695652173,4.782608695652174,3.0434782608695654,7.826086956521739,7.391304347826087,4.782608695652174,4.3478260869565215,1.7391304347826086,1.7391304347826086,0
32141423,matrix protein 1 [Influenza A virus (A/Hong Kong/1073/99(H9N2))],http://www.ncbi.nlm.nih.gov/protein/32141423,Influenza A,252,27835.9089,9.297453117370605,-0.23769841269841271,10.714285714285714,1.1904761904761905,2.7777777777777777,6.746031746031746,2.380952380952381,6.349206349206349,1.9841269841269842,3.9682539682539684,5.158730158730159,10.317460317460318,5.9523809523809526,3.9682539682539684,3.1746031746031744,5.9523809523809526,6.746031746031746,6.349206349206349,7.936507936507937,5.9523809523809526,0.3968253968253968,1.9841269841269842,0
326649610,neuraminidase [Influenza A virus (A/mandarin duck/Korea/K10-483/2010(H5N1))],http://www.ncbi.nlm.nih.gov/protein/326649610,Influenza A,449,49093.7019,6.073212242126464,-0.24832962138084633,4.008908685968819,4.008908685968819,4.67706013363029,4.4543429844097995,4.008908685968819,10.244988864142538,2.2271714922048997,8.240534521158128,4.23162583518931,4.008908685968819,2.0044543429844097,6.458797327394209,5.122494432071269,2.6726057906458798,3.7861915367483294,11.58129175946548,6.013363028953229,6.458797327394209,3.34075723830735,2.4498886414253898,0
327345994,polymerase PB1 [Influenza A virus (A/Bangladesh/3233/2011(H5N1))],http://www.ncbi.nlm.nih.gov/protein/327345994,Influenza A,757,86588.5172,9.314537239074706,-0.495772787318362,5.416116248348745,1.321003963011889,4.095112285336856,6.737120211360634,4.359313077939234,5.9445178335535,1.321003963011889,6.472919418758257,6.869220607661823,7.661822985468956,4.887714663143989,6.472919418758257,4.359313077939234,3.963011889035667,6.737120211360634,6.605019815059445,7.793923381770146,4.491413474240423,1.1889035667107002,3.3025099075297226,0
327346001,nucleocapsid protein [Influenza A virus (A/Bangladesh/3233/2011(H5N1))],http://www.ncbi.nlm.nih.gov/protein/327346001,Influenza A,498,56348.2264,9.468552207946779,-0.5650602409638555,8.032128514056225,1.2048192771084338,4.016064257028113,7.6305220883534135,3.6144578313253013,8.23293172690763,1.2048192771084338,6.224899598393574,2.8112449799196786,6.42570281124498,4.618473895582329,5.421686746987952,3.21285140562249,4.417670682730924,11.244979919678714,7.831325301204819,5.421686746987952,4.417670682730924,1.2048192771084338,2.8112449799196786,0
327346009,nuclear export protein [Influenza A virus (A/Bangladesh/3233/2011(H5N1))],http://www.ncbi.nlm.nih.gov/protein/327346009,Influenza A,121,14419.411,5.202836799621582,-0.3942148760330579,2.479338842975207,0.0,4.132231404958677,10.743801652892563,6.6115702479338845,3.3057851239669422,1.6528925619834711,7.43801652892562,4.132231404958677,12.396694214876034,7.43801652892562,2.479338842975207,0.0,9.090909090909092,7.43801652892562,11.570247933884298,4.958677685950414,1.6528925619834711,1.6528925619834711,0.8264462809917356,0
327407019,nucleocapsid protein [Influenza A virus (A/Boston/6/2009(H1N1))],http://www.ncbi.nlm.nih.gov/protein/327407019,Influenza A,498,55926.7525,9.349027824401855,-0.5586345381526104,8.032128514056225,1.2048192771084338,4.618473895582329,7.028112449799197,3.4136546184738954,8.23293172690763,1.0040160642570282,5.421686746987952,4.417670682730924,6.626506024096385,4.216867469879518,5.421686746987952,3.4136546184738954,4.216867469879518,9.63855421686747,7.831325301204819,5.823293172690763,5.220883534136546,1.2048192771084338,3.0120481927710845,0
327442207,polymerase acidic protein [Influenza A virus (A/duck/Vietnam/G12/2008(H5N1))],http://www.ncbi.nlm.nih.gov/protein/327442207,Influenza A,716,82494.49419999999,5.554897499084471,-0.4716480446927374,5.307262569832402,2.2346368715083798,5.167597765363128,10.474860335195531,4.888268156424581,4.888268156424581,1.8156424581005586,6.843575418994414,7.5418994413407825,8.519553072625698,3.631284916201117,4.329608938547486,4.608938547486034,2.5139664804469275,5.865921787709497,7.402234636871508,5.307262569832402,4.329608938547486,1.675977653631285,2.653631284916201,0
327442213,neuraminidase [Influenza A virus (A/duck/Vietnam/G12/2008(H5N1))],http://www.ncbi.nlm.nih.gov/protein/327442213,Influenza A,449,49204.8205,6.073212242126464,-0.24120267260579067,4.008908685968819,4.008908685968819,4.67706013363029,4.4543429844097995,4.008908685968819,9.57683741648107,2.2271714922048997,8.46325167037862,4.23162583518931,4.23162583518931,1.78173719376392,6.6815144766147,5.122494432071269,2.6726057906458798,3.7861915367483294,12.026726057906458,5.79064587973274,6.458797327394209,3.34075723830735,2.4498886414253898,1
327442216,matrix protein 1 [Influenza A virus (A/duck/Vietnam/G12/2008(H5N1))],http://www.ncbi.nlm.nih.gov/protein/327442216,Influenza A,252,27977.0151,9.297453117370605,-0.2662698412698413,9.920634920634921,1.1904761904761905,2.7777777777777777,6.746031746031746,2.7777777777777777,6.349206349206349,1.9841269841269842,4.365079365079365,5.158730158730159,10.317460317460318,5.555555555555555,5.158730158730159,3.1746031746031744,5.9523809523809526,6.746031746031746,5.9523809523809526,7.5396825396825395,5.9523809523809526,0.3968253968253968,1.9841269841269842,0
327442219,nonstructural protein 1 [Influenza A virus (A/duck/Vietnam/G12/2008(H5N1))],http://www.ncbi.nlm.nih.gov/protein/327442219,Influenza A,225,25621.135499999997,5.602017021179199,-0.36933333333333335,5.777777777777778,0.8888888888888888,7.111111111111111,8.0,4.444444444444445,6.222222222222222,0.8888888888888888,6.666666666666667,5.777777777777778,10.222222222222221,4.0,3.5555555555555554,4.444444444444445,3.5555555555555554,8.0,6.222222222222222,6.222222222222222,5.333333333333333,1.7777777777777777,0.8888888888888888,0
327442249,nucleoprotein [Influenza A virus (A/duck/Vietnam/G30/2008(H11N9))],http://www.ncbi.nlm.nih.gov/protein/327442249,Influenza A,498,56269.0802,9.453208732604981,-0.5789156626506025,7.6305220883534135,1.2048192771084338,4.216867469879518,7.429718875502008,3.6144578313253013,8.433734939759036,1.2048192771084338,5.823293172690763,3.0120481927710845,6.42570281124498,4.618473895582329,5.220883534136546,3.21285140562249,4.417670682730924,11.04417670682731,8.032128514056225,5.823293172690763,4.618473895582329,1.2048192771084338,2.8112449799196786,0
328671784,neuraminidase [Influenza A virus (A/ostrich/Suzhou/097/2003(H5N1))],http://www.ncbi.nlm.nih.gov/protein/328671784,Influenza A,449,49080.6403,6.073269081115721,-0.23251670378619155,4.23162583518931,4.008908685968819,4.67706013363029,4.4543429844097995,4.008908685968819,10.022271714922049,2.2271714922048997,8.240534521158128,4.008908685968819,4.23162583518931,1.78173719376392,6.458797327394209,4.8997772828507795,2.4498886414253898,4.008908685968819,11.804008908685969,6.23608017817372,6.458797327394209,3.34075723830735,2.4498886414253898,1
328671788,matrix protein 1 [Influenza A virus (A/ostrich/Suzhou/097/2003(H5N1))],http://www.ncbi.nlm.nih.gov/protein/328671788,Influenza A,252,27933.9904,9.297453117370605,-0.24246031746031746,10.317460317460318,1.1904761904761905,2.7777777777777777,6.746031746031746,2.7777777777777777,6.349206349206349,1.9841269841269842,4.761904761904762,5.158730158730159,9.920634920634921,5.555555555555555,4.761904761904762,3.1746031746031744,5.9523809523809526,6.746031746031746,5.9523809523809526,7.5396825396825395,5.9523809523809526,0.3968253968253968,1.9841269841269842,0
328671791,polymerase PA [Influenza A virus (A/ostrich/Suzhou/097/2003(H5N1))],http://www.ncbi.nlm.nih.gov/protein/328671791,Influenza A,716,82605.44219999999,5.429851722717284,-0.4888268156424581,5.726256983240224,2.2346368715083798,5.167597765363128,10.893854748603353,5.167597765363128,4.888268156424581,1.8156424581005586,6.70391061452514,7.5418994413407825,8.519553072625698,3.4916201117318435,4.329608938547486,4.329608938547486,2.653631284916201,5.865921787709497,7.122905027932961,5.167597765363128,4.050279329608938,1.675977653631285,2.653631284916201,1
328671793,nonstructural protein 1 [Influenza A virus (A/ostrich/Suzhou/097/2003(H5N1))],http://www.ncbi.nlm.nih.gov/protein/328671793,Influenza A,225,25501.032,5.607928276062012,-0.3813333333333333,6.222222222222222,0.8888888888888888,7.555555555555555,8.0,3.5555555555555554,6.222222222222222,0.8888888888888888,7.555555555555555,5.777777777777778,9.777777777777779,4.0,3.111111111111111,4.888888888888889,3.5555555555555554,8.444444444444445,6.222222222222222,5.777777777777778,5.333333333333333,1.7777777777777777,0.4444444444444444,0
328671794,nuclear export protein [Influenza A virus (A/ostrich/Suzhou/097/2003(H5N1))],http://www.ncbi.nlm.nih.gov/protein/328671794,Influenza A,121,14342.3285,5.202836799621582,-0.33719008264462813,2.479338842975207,0.0,4.132231404958677,10.743801652892563,5.785123966942149,3.3057851239669422,1.6528925619834711,7.43801652892562,4.132231404958677,13.223140495867769,5.785123966942149,3.3057851239669422,0.8264462809917356,9.090909090909092,7.43801652892562,10.743801652892563,3.3057851239669422,4.132231404958677,1.6528925619834711,0.8264462809917356,0
328671800,polymerase PB1 [Influenza A virus (A/ostrich/Suzhou/097/2003(H5N1))],http://www.ncbi.nlm.nih.gov/protein/328671800,Influenza A,757,86462.2913,9.275791740417482,-0.49630118890356667,5.416116248348745,1.321003963011889,4.227212681638045,6.605019815059445,4.359313077939234,6.07661822985469,1.321003963011889,6.340819022457067,7.001321003963012,7.793923381770146,4.755614266842801,6.472919418758257,4.227212681638045,4.095112285336856,6.472919418758257,6.472919418758257,8.058124174372523,4.491413474240423,1.1889035667107002,3.3025099075297226,0
328926535,"nuclear export protein, partial [Influenza A virus (A/wood duck/Ohio/623/2004(H5N1))]",http://www.ncbi.nlm.nih.gov/protein/328926535,Influenza A,73,8574.6324,5.693641471862793,-0.6534246575342466,1.36986301369863,0.0,6.8493150684931505,6.8493150684931505,4.109589041095891,4.109589041095891,1.36986301369863,5.47945205479452,4.109589041095891,10.95890410958904,8.219178082191782,5.47945205479452,0.0,8.219178082191782,8.219178082191782,13.698630136986301,5.47945205479452,2.73972602739726,1.36986301369863,1.36986301369863,0
347364719,nuclear export protein [Influenza A virus (A/environment/Xinjiang/6/2009(H5N1))],http://www.ncbi.nlm.nih.gov/protein/347364719,Influenza A,121,14379.264500000001,5.424679374694824,-0.48595041322314053,2.479338842975207,0.0,4.132231404958677,10.743801652892563,5.785123966942149,3.3057851239669422,1.6528925619834711,6.6115702479338845,4.132231404958677,13.223140495867769,5.785123966942149,3.3057851239669422,0.0,9.090909090909092,8.264462809917354,11.570247933884298,4.958677685950414,2.479338842975207,1.6528925619834711,0.8264462809917356,0
357541349,nucleocapsid protein [Influenza A virus (A/Medellin/WRAIR1297P/2008(H1N1))],http://www.ncbi.nlm.nih.gov/protein/357541349,Influenza A,498,55998.818499999994,9.360503196716309,-0.5642570281124498,7.831325301204819,1.2048192771084338,4.618473895582329,7.028112449799197,3.4136546184738954,8.23293172690763,1.0040160642570282,5.622489959839357,4.216867469879518,6.626506024096385,4.216867469879518,5.421686746987952,3.4136546184738954,4.216867469879518,9.839357429718875,7.831325301204819,6.024096385542169,5.020080321285141,1.2048192771084338,3.0120481927710845,0
